x,y,cluster,term,genes,cluster_label
4.1029606,7.350887,Cluster 5,diabetes mellitus type 2,PTPN1 SLC30A8 TCF7L2 KCNJ11 WFS1 ABCC8 GCGR PDX1 PAX4 HNF1B HMGA1 MAPK8IP1 GCK MTNR1B HNF1A GPD2 PPARG IRS1 IRS2 SLC2A2 RETN PPP1R3A LIPC ENPP1 HNF4A IGF2BP2 AKT2 NEUROD1 ,Unresolved
3.762798,7.734298,Cluster 5,disorder of amino acid metabolism,BCKDHB ASS1 QDPR BCKDHA DBT PAH ASL FAH ,Unresolved
3.7661042,7.7928863,Cluster 5,venous thrombosis,PROC SERPINC1 F13A1 PROS1 MTHFR F2 F5 HABP2 ,Unresolved
4.4817176,6.843723,Cluster 5,"usher syndrome, type 1",CDH23 PCDH15 MYO7A USH1G USH1C ,Unresolved
4.000916,6.2910166,Cluster 5,essential hypertension,RGS5 ADD1 PTGIS NOS3 GNB3 ECE1 AGTR1 NOS2 CYP3A5 ATP1B1 AGT ,Unresolved
4.309059,6.801066,Cluster 5,disorder of fatty acid metabolism,SLC22A5 HADHB CPT1A ACADVL ACADM CPT2 HADHA SLC25A20 ETFDH ETFA ETFB ,Unresolved
3.8298135,7.615315,Cluster 5,disorder of the urea cycle metabolism,ASS1 ARG1 CPS1 ASL NAGS OTC ,Unresolved
3.694008,7.4148645,Cluster 5,age-related macular degeneration,ARMS2 CFH ABCA4 HTRA1 RAX2 FBLN5 C3 CST3 CFHR1 CFHR3 HMCN1 APOE ERCC6 ,Unresolved
3.660481,7.9232183,Cluster 5,atypical hemolytic uremic syndrome,CFHR1 THBD CFI CFHR3 CFH CFHR4 CD46 CFB C3 ,Unresolved
3.7865632,7.65079,Cluster 5,hyperlipoproteinemia,GHR PPP1R17 LPL EPHX2 APOA2 APOE APOA5 LDLR ,Unresolved
3.656668,7.6782184,Cluster 5,familial hypercholesterolemia,GHR PPP1R17 EPHX2 APOA2 LDLR ,Unresolved
3.8707933,7.8397408,Cluster 5,familial hypercholesterolemias,GHR PPP1R17 EPHX2 APOA2 PCSK9 LDLRAP1 LDLR APOB ,Unresolved
4.5037136,7.6096506,Cluster 5,microvascular complications of diabetes,IL1RN EPO ACE PON1 HFE VEGFA SOD2 ,Unresolved
3.9270196,7.7191153,Cluster 5,hemolytic-uremic syndrome,CFHR1 THBD CFI CFHR3 CFH CFHR4 CD46 CFB C3 ,Unresolved
4.110959,7.521795,Cluster 5,hereditary hemochromatosis,HJV BMP2 TFR2 HFE FTH1 HAMP SLC40A1 ,Unresolved
4.774433,6.322017,Cluster 5,hereditary pancreatitis,PRSS2 PRSS1 SPINK1 CTRC CFTR ,Unresolved
4.32039,7.8776755,Cluster 5,ischemic stroke,PRKCH NOS3 ALOX5AP F2 F5 ,Unresolved
4.587536,6.5381207,Cluster 5,congenital hypothyroidism,DUOX2 IYD TPO PAX8 TSHR TSHB ,Unresolved
4.2214303,7.072082,Cluster 5,familial hyperinsulinism,GLUD1 INSR SLC16A1 KCNJ11 ABCC8 HNF4A HADH GCK ,Unresolved
3.3392074,3.4203222,Cluster 6,tetralogy of fallot,TBX1 JAG1 GATA6 GATA4 ZFPM2 NKX2-5 ,Unresolved
3.4960368,3.026612,Cluster 6,romano-ward syndrome,KCNJ5 KCNE1 KCNE2 CAV3 KCNQ1 AKAP9 SCN5A SCN4B ALG10B SNTA1 KCNH2 ,Unresolved
2.6978304,2.407255,Cluster 6,congenital myopathy with fiber type disproportion,ACTA1 SELENON RYR1 TPM3 TPM2 MYH7 ,Unresolved
2.6630337,3.0527418,Cluster 6,congenital myasthenic syndrome,SLC5A7 CHRNA1 CHRNE SLC25A1 GFPT1 DOK7 CHAT SCN4A MYO9A COLQ ,Unresolved
2.5339124,2.634513,Cluster 6,glaucoma,ASB10 NTF4 MYOC WDR36 OPTN ,Unresolved
3.1622286,2.8038268,Cluster 6,primary dilated cardiomyopathy,MYBPC3 ABCC9 TNNC1 EYA4 ACTN2 SDHA DES TNNT2 RBM20 DSG2 TCAP CRYAB MYH6 MYH7 VCL LAMA4 NEXN PSEN1 PSEN2 LDB3 TTN ACTC1 TAZ LMNA PLN TMPO SGCD CSRP3 BAG3 SCN5A TPM1 TNNI3 ANKRD1 FKTN ,Unresolved
3.1392426,2.850753,Cluster 6,cardiomyopathy,DSP TGFB3 MYBPC3 ABCC9 CAV3 JUP TNNC1 EYA4 ACTN2 TMEM43 SDHA DES TNNT2 MYL2 MYL3 RBM20 PKP2 DSG2 TCAP CRYAB MYH6 DSC2 MYH7 VCL MYLK2 RYR2 LAMA4 PRKAG2 NEXN PSEN1 PSEN2 LDB3 TTN ACTC1 JPH2 TAZ LMNA PLN TMPO SGCD CSRP3 BAG3 SCN5A TPM1 TNNI3 ANKRD1 MYOZ2 FKTN ,Unresolved
2.4492898,2.5352654,Cluster 6,limb-girdle muscular dystrophy,FKRP CAV3 TRAPPC11 ANO5 POMGNT1 DES MYOT TCAP TRIM32 PLEC MYH6 MYH7 MYLK2 DYSF TTN SGCG SGCD SGCB DNAJB6 SGCA HNRNPDL CAPN3 DAG1 TNPO3 FKTN ,Unresolved
2.5253017,2.6322541,Cluster 6,"limb-girdle muscular dystrophies, autosomal dominant",DES MYLK2 MYOT DNAJB6 CAV3 HNRNPDL TNPO3 MYH6 MYH7 ,Unresolved
3.0587647,2.8422444,Cluster 6,primary familial hypertrophic cardiomyopathy,MYLK2 MYBPC3 CAV3 TNNC1 ACTN2 PRKAG2 NEXN TTN ACTC1 JPH2 PLN CSRP3 TNNT2 MYL2 MYL3 TPM1 TNNI3 TCAP MYOZ2 MYH6 MYH7 VCL ,Unresolved
2.6102626,2.7461329,Cluster 6,myofibrillar myopathy,DES BAG3 MYOT FLNC LDB3 CRYAB ,Unresolved
3.2364032,3.2004764,Cluster 6,atrial septal defect,TBX20 TLL1 GATA4 ACTC1 MYH6 ,Unresolved
5.595745,6.355344,Cluster 6,hereditary spherocytosis,SPTA1 EPB42 SLC4A1 ANK1 SPTB ,Unresolved
2.7000675,2.4343274,Cluster 6,glycogen storage disease,G6PC AGL PGAM2 GBE1 GAA PHKA2 PYGM PHKB PHKA1 ENO3 PFKM LDHA PHKG2 GYG1 ALDOA SLC37A4 PGM1 ,Unresolved
3.2024617,2.8777442,Cluster 6,familial dilated cardiomyopathy,ABCC9 TNNC1 EYA4 ACTN2 SDHA DES TNNT2 RBM20 DSG2 TCAP CRYAB MYH6 MYH7 VCL LAMA4 NEXN PSEN2 LDB3 TTN ACTC1 TAZ LMNA PLN SGCD CSRP3 BAG3 SCN5A TPM1 TNNI3 FKTN ,Unresolved
2.5326154,2.8256881,Cluster 6,distal arthrogryposis,ECEL1 MYH3 TPM2 TNNI2 PIEZO2 MYBPC1 MYH8 ,Unresolved
2.5628922,2.5586417,Cluster 6,nemaline myopathy,KBTBD13 ACTA1 TNNT1 TPM3 TPM2 CFL2 NEB KLHL40 ,Unresolved
2.4782135,2.6115348,Cluster 6,"limb-girdle muscular dystrophy, autosomal recessive",FKRP TRAPPC11 DYSF TTN ANO5 POMGNT1 SGCG SGCA CAPN3 DAG1 TCAP TRIM32 PLEC FKTN ,Unresolved
7.4480267,3.0313017,Cluster 7,myoclonus with epilepsy with ragged red fibers,MT-TP MT-TF MT-TL1 MT-TI MT-TK ,Unresolved
7.5031095,3.0799162,Cluster 7,hereditary hearing loss and deafness,GRXCR1 PEX19 PDHX PEX10 MITF MYO7A SDHD PEX12 PEX13 GRHL2 SOX10 PEX14 POU4F3 DCDC2 PEX16 SDHA MT-TA PC MT-TF MT-TD SCO1 MT-TC COL9A2 COL9A1 MT-TH SUCLG1 COX20 MT-TN MT-TM MT-TK MT-ND5 MT-ND6 ADCY1 MT-CO1 PEX11B KARS1 SMPX PDHB CIB2 TMEM70 MT-ND4 PEX26 MT-ND1 MYH14 S1PR2 TECTA ESRRB COX8A ADGRV1 SURF1 WFS1 HGF LOXHD1 POU3F4 BTD COL2A1 DIAPH1 GJB3 TMIE GJB2 STRC GJB6 ILDR1 CLPP CLRN1 SNAI2 FBXL4 LRTOMT KCNE1 ACTG1 CDC14A PCDH15 TACO1 ESPN PJVK TRIOBP DGUOK CDH23 COX15 COX14 COX10 PDZD7 MGME1 GSDME TMC1 KCNJ10 EDN3 RDX PDHA1 PEX1 GAB1 LHFPL5 PEX3 PEX2 USH2A ATP5F1E PAX3 LRPPRC MT-TS1 PEX5 RRM2B MYO3A PEX7 CLDN14 MT-TS2 GIPC3 PEX6 NF2 MYH9 SCN4A SLC26A5 SLC26A4 ATPAF2 GPSM2 FASTKD2 DIABLO PTPRQ MT-TL1 TMPRSS3 MT-TL2 MIR96 OTOA MARVELD2 MYO6 TWNK COA8 OTOF TIMM8A EYA1 WHRN EYA4 PET100 ATP2B2 BCS1L COX6B1 SERPINB6 COL4A3 SUCLA2 KCNQ1 P2RX2 SDHAF1 COL4A5 MYO15A COL4A4 MT-RNR1 KCNQ4 MSRB3 DLD MT-TR MT-TQ MT-TV PRPS1 COL11A2 MT-TT SIX1 FOXI1 MT-TY USH1G MT-TW USH1C COCH TPRN MT-ATP6 EDNRB SIX5 COL11A1 MPV17 DLAT SLC17A8 CCDC50 ,Unresolved
7.437124,3.0597057,Cluster 7,mitochondrial dna-associated leigh syndrome and narp,MT-ND5 MT-ND6 MT-TV MT-TL1 MT-TL2 MT-TW MT-ND3 MT-ND4 MT-ND1 MT-ND2 MT-ATP6 MT-TI MT-CO3 MT-TK ,Unresolved
7.5546155,3.125993,Cluster 7,mitochondrial diseases,MGME1 PDHA1 PDHX SDHD ATP5F1E SDHA LRPPRC MT-TS1 MT-TA PC MT-TF RRM2B MT-TD MT-TS2 SCO1 MT-TC MT-TH SUCLG1 SCN4A COX20 MT-TN MT-TM ATPAF2 MT-TK MT-ND5 MT-ND6 FASTKD2 MT-CO1 PDHB MT-TL1 MT-TL2 TMEM70 MT-ND4 MT-ND1 TWNK COA8 COX8A SURF1 PET100 BCS1L COX6B1 SUCLA2 SDHAF1 MT-RNR1 FBXL4 DLD MT-TR MT-TQ MT-TV MT-TT TACO1 MT-TY MT-TW MT-ATP6 DGUOK COX15 MPV17 DLAT COX14 COX10 ,Unresolved
7.421563,2.9758694,Cluster 7,"juvenile myopathy, encephalopathy, lactic acidosis and stroke",MT-TQ MT-ND5 MT-ND6 MT-CO1 MT-TV MT-CO2 MT-TL1 MT-TW MT-ND1 MT-TS1 MT-TF MT-TS2 MT-TC MT-CO3 MT-CYB MT-TK ,Unresolved
7.4747467,2.9576726,Cluster 7,leber's optic atrophy,MT-ATP6 MT-ND5 MT-ND6 MT-ND4L MT-CO3 MT-ND4 MT-ND1 MT-ND2 MT-CYB ,Unresolved
