x,y,Name,Genes
0.4848807,2.2419515,ETS1 mouse,IL10 ANGPT2 MMP3 EBF1 KRT8 MMP9 EMSY RUNX3 TGFBR2 FOXP3 VEGFA RUNX2 MMP13 IL5 ZEB1 BMP4 CD4 PF4 TLR4 MMP1A RETNLA CSF3R OPRD1 NPR1 ITGA2B PRDM1 CD3D CTGF CDH5 TBX21 KDR TIMP1 SPP1 PCYT1A EGR1 SERPINB5 CDKN2A NOS3 VWF SH2D1A NR2F2 FOS NR2F1 FLI1 LTBR SELL ERG MET IL7R CSF1R IGHM RNF11 IKZF1 MIR126A PTGS2 THBD ANPEP HMOX1 CCL2
0.9495022,3.9350126,ETS2 human,MSR1 EGR1 CD163 CDKN2A ANGPT2 MMP1 VWF MMP2 MMP3 MMP9 FLI1 IL5 LCK ERG TLR9 CDK1 PDE7A TP53 MDM2 APP CXCL8 CSF3R CSF2 CDKN1A TNC ICAM1 CHRNE ANPEP TERT MYC IL12B CGA
1.216373,3.527071,ETS2 mouse,PCYT1A EGR1 DUSP6 JUN CDKN2A SETDB1 SH2D1A KRT8 ETV4 FLI1 IFNE CD4 KIT BCL2L1 TLR13 ERG MDM2 CSF1R CSF3R FLT4 NAB2 MIR126A STAB1 HMOX1 HMOX2 NOS2
1.3553247,1.2360936,ETV2 mouse,LMO2 SPI1 TEK SOX9 PLAU FLI1
1.4636616,5.3218584,ETV4 human,EGLN1 MMP7 GBA MMP1 MMP2 TNF PLAUR ETS1 SYN2 TGFBR2 PTGS2 BTS1 CCND3 MMP14 CCND2 TERT ERBB2 BDKRB1 VIM AGTR1 TIMP2 MUC4
3.294007,6.3828177,ETV4 mouse,DUSP6 MMP7 GPX5 MMP3 TWIST1 PLAU MMP9 ZHX1 TGFBR2 PTGS2 MTA2 CCND2 TERT ERBB2 VIM
-0.1324011,2.7562315,ETV5 mouse,IL17A PARG CAV1 ELMO1 IL17F PTGS2
7.273776,5.278703,EWSR1 human,EGR2 PHLDA1 ATF1 TERT MITF CCK NR0B1 POU4F1 TGFBR2
4.266575,2.6649678,EZH2 human,IGFBP1 VDR CDKN2A CDKN2B MMP2 MST1 SSTR1 RUNX3 FBXO32 KPNB1 CPEB1 APC AXL ALDH1A1 POLR3D PAX8 CCNE1 SNAI2 TP53 PCNA FOXC1 HDAC1 RPLP0 SATB1 CDKN1A PRL PTEN PEBP1 BRCA1 TWIST1 ADRB2 SFRP1 HOXB13 ADAMTS1 CCND1 CDH1 MYC DACT3 PIP5K1C CIITA
6.101483,1.8024727,EZH2 mouse,UNC5B BAD TRP53 DKK1 IL17A CREB3L1 CCNA2 BCL2L11 IL9 HEY2 TBX21 IL17F NANOG NEUROG1
2.2935817,0.4156886,FLI1 human,PHLDA1 IL10 HDAC1 MMP1 EYA3 ITGA2B MIR708 IGFBP3 MPL CCK FOXM1 GP6 FLI1 GP9 TGFBR2 GATA1 CTGF COL1A2 TERT EP300 ID2 HMOX1 ERG PF4
1.9030046,0.9745734,FLI1 mouse,RB1 ITGA2B FLI1 SMAD6 CYR61 MMP13 INPP5D LYL1 TERT ERG CCL2 UPP1 EZH2
0.056554675,5.1974535,FOS human,FGFBP1 MMP7 PDHA1 MMP1 SLC10A2 MMP3 VEGFD CCK MMP9 IL1A ACTA1 FAS CYP1A2 MELTF TP53 CXCL8 SPRR3 CLU CASP9 CCND1 NTF3 MYC PCK2 NQO1 BATF3 SMAD4 FOS FMO4 PLAUR SMAD7 NFKB1 NGF ERCC4 STAR BCL2L1 DDIT3 PGR CD40LG EZR CRP FOXA1 SPI1 OXTR CSTA GSTP1 CREM PLAU NTS PTGS2 HSPH1 SRR NPPA NPY LRIG2 NEFL NOS2 SOX7
0.58163756,3.411556,FOS mouse,TGFB1 JUN SLC10A2 MMP2 BDNF MT1 TRP53 NFATC1 MMP9 IGK IL2 IFNE BMP2 IL6 STIM1 KRT18 DCSTAMP TFF2 NFE2L2 GNRH1 CSF3 TINAGL1 H2-K1 PPP1R3B GRIK2 CXCL15 SOCS3 PENK PDPN NACC1 ACP5 EGR1 TSLP FOS NGF WEE1 POMC STAR CRH SRC SPI1 SRXN1 GRIA1 IL27 FAM89B HMGCR PLAU NR3C1 IL1RL1 SRR MAPK8 CCL5 NEFL NOS2 TPSAB1 NCK2
-0.15585802,6.3008194,FOSL1 human,GCLC MMP1 SFTPD ITGB3 CLU ITGAV PLAUR EZH2 IVL
3.9630842,6.1591687,FOSL1 mouse,JUN MMP2 PRDM1 FOS THBS1 THBS2 NFE2L2
0.08552817,5.521246,FOSL2 human,TGFB1 UGT2B15 BRCA1 CLU PLAUR IL5 FOSL1 MYB BCL6 IBSP TIMP1 NOS2 CCR4 IVL MDM2
0.5587846,6.9512944,FOXA1 human,SFTPB RET ABCA1 SERPINC1 UGT2B15 UGT2B17 KRT7 BRCA1 GCG ESR1 CCNG2 MYC HSPA1A BCL2 NF1 NKX2-1 TFF1 AGR2 RPRM CFTR APOB
6.0752525,3.8780417,FOXA1 mouse,SFTPB SFTPC MUC2 CBX5 SCGB1A1 SFTPD PDX1 AFP SFTPA1 GCG
2.6527307,8.941472,FOXA2 human,COL18A1 MMP7 TCF7L2 ABCA1 SERPINC1 SOX14 GFER GCG PAX6 NR5A2 TPO CDH1 APOA1 SLCO1B3 NKX2-1 TFF1 AGR2 CFTR
5.811005,6.2818303,FOXA2 mouse,G6PC IL33 ST18 TBX1 TLE4 CPT1A HMGCS2 CBX5 HELT CCL20 IL13 WNT7B PDX1 GCG G6PC2 PGF IL4 LMX1B LMX1A MAP1B BIRC2 LCN5 REG3G CCL11 CUL2 GLI2 FERD3L MCHR1 CDC73 VTN ASCL1 MUC2 SOX2 HHEX SOX17 OTX1 MSX1 OTX2 HADH HCRT
3.264267,1.7885784,FOXC1 mouse,TBX1 CXCL12 HEY2 CXCR4 SNAI1 MSX2 DLL4 RUNX2
2.4372296,0.5362121,FOXC2 mouse,TBX1 GJA4 HEY2 HAND1 CXCR4 ITGB3 DLL4
6.9846454,4.9676685,FOXD3 human,CYFIP2 ZNF175 CAPN6 RARB MITF SPP1 RND3 NDRG1
3.3643365,6.5505657,FOXF2 human,ITGB1 CXCL12 BAMBI PSG7 PDGFA WASF2 MT1E MT1F
6.357283,5.839226,FOXG1 mouse,EYA2 CDKN1A CDKN2B DMRT3 SERPINE1 DMRTA1 EBF2 EBF3
4.339451,2.1791995,FOXM1 human,SFTPB FGB BTG2 CDKN2A CDC25A CYP3A4 CDC6 CDC25B VEGFA VEGFB AR BRIP1 CCNB1 CDH1 KRT15 MYC APOE
5.8337684,3.2170756,FOXM1 mouse,SFTPB SFTPC CDKN2A STAT3 LAMA4 AXIN2 LIF PRRC2A POU5F1 NFKB2 PTGS2 SOCS3 NR4A2 IKBKB BRIP1 MYCN SOX2 SCGB1A1 CDH1 PTTG1 MYC SNAI2 SNAI1
0.566298,1.6324941,FOXO1 human,EGR1 IGFBP1 EDN1 CDKN1B LHB ANGPT2 IRS2 FSHB PRL PDGFB PDGFA ADIPOR1 NLK KLF2 AR FABP4 IL6 CXCR4 TXNIP HYOU1 TNFSF10 NKX6-1 RAG1 NEUROG3
0.5327599,1.8117703,FOXO1 mouse,CCR2 G6PC EDN1 TRIM63 ANGPT2 CCL20 FSHB FOXP3 GCK RUNX2 MMP13 CCNG2 ALPL BAX MYH7 ADIPOR1 CASP8 BCL2L11 CCND2 CCND1 AKT1 CCR7 PPARGC1A PCK1 SREBF1 ADIPOQ EGR1 IGFBP1 NOS3 PDX1 KLF2 BGLAP2 FASL PIK3R1 APOC3 SELL OSTN PPARG TRIB3 IL7R FOXA2 INS2 CDKN1B LHB CDKN1A LPL IKZF1 PDK4 CCL2
0.9268149,1.4399742,FOXO3 human,GALT CDKN2B MYOCD SIRT6 FASLG SIRT1 FOXM1 VEGFA VEGFB BBC3 AR BCL2L11 CCND2 PIK3CA BCL6 TXNIP BIRC5 TNFSF10
1.9527214,2.9498868,FOXO3 mouse,SOCS3 CDKN1B NOL3 CCND2 CCND1 GADD45A CCNG2 LCN2 SIRT1
0.74201024,1.6693054,FOXO4 human,PSMD11 CREB1 BCL6 TNFSF10 HIF1A SOD2
-0.14622827,5.898725,FOXO4 mouse,BCL2L11 RBL2 CCND2 CCND1 GADD45A ANXA8 PPARGC1A
6.352059,3.5658903,FOXP1 mouse,FGF17 FGF16 SCGB1A1 LHX3 FGF20 FGF3
3.4750493,6.3346314,FOXP2 human,SRPX CNTNAP2 SRPX2 NKX2-1 MET PLAUR
-0.60085785,2.5691018,FOXP3 human,IL10 USP21 SATB1 CDKN1A IL2RA ERBB2 BRCA1 ZNF205 TLR10 CCR4 IL2
-0.6098199,2.0941887,FOXP3 mouse,IL17A IL22 IL2RA ERBB2 IFNG TNFRSF18 CTLA4 BRCA1 NFKB1 OPN1SW IL2 SKP2
0.4016227,7.144466,FOXQ1 human,WNT3A CDH1 BCL11A TWIST1 RSPO2 VEGFA
-0.6695772,3.4856346,GABPA mouse,CHRNE IL10 COX4I1 CYP7B1 SOD3 IL7R SKP2
2.045293,0.80064744,GATA1 human,HBE1 DICER1 RUNX1 HBA1 HBA2 CDC6 GP6 GP9 COPS5 BST2 ST2 WT1 GFI1B TAL1 IFNG PF4 CDA EPO GYPB ITGA2B HBB MPL BACH1 PPOX MUC1 DPYSL2 DACH1 TBXA2R BDKRB1 FCER1A ZNF268 CCR3 NFE2 HBG1 SMAD1 KLF1 PRG2 CYBB GP1BB FLI1 EPOR BACE1 SEMG1 GNAS AGGF1 PTGFR CEBPA HEMGN SPI1 ALAS2 FURIN CBFB F13A1 LTBP4 PBXIP1 GATA1 IL1RL1
2.2852063,0.60154706,GATA1 mouse,SIGMAR1 NFE2 ZBTB7A SPI1 EPB42 ITGA2B HBB-AR CDC6 FLI1 CCNA1 ZFP26 TFDP2 TAL1 FCER1G PF4 CGA USP17LA
1.3062239,1.304381,GATA2 human,EPO SPI1 NOS3 ANGPT2 ADH1A PRG2 CYBB GATA1 IL1RL1 AR DPYSL2 ST2 WT1 PPARG PECAM1 FCER1A ERVW-1 MS4A2 TSHB
1.2869412,1.0158713,GATA2 mouse,CEBPA LYL1 SPI1 ANGPT2 CSF2 RC3H1 TAC2 NKX6-1 SMAD6 TSHB
-0.70707184,2.0462775,GATA3 human,TCF7L2 IL10 MMP1 CDX2 STAT4 ESR1 NFKB1 EPOR TGFBR3 IL5 ZEB1 IL4 LOX CD8B SLCO4C1 CD8A ALDH1A2 IFNG TEK ERG ERVW-1 CD40LG PAEP CHST4 RELA EPO FOXC2 FOXC1 TRA KLK1 CXCL1 GATA3 FUT7 MUC1 CDH3 HSD17B1 CDH1 IL12RB2
-0.58790946,1.9369446,GATA3 mouse,CDKN2C IL10 CDX2 IL24 IL13 RUNX3 FOXP3 IL3 IL5 IL4 MYCN DLC1 IFNG TBX21 FGF10 ERG RAG2
1.6502234,7.63165,GATA4 human,NOS3 HDAC9 FABP2 IL5 CYP17A1 FCGR3B FCGR2B SGPL1 CCND2 SUMO1 IAPP SI NPPA ERBB2 NPPB STAR FGF10 HAMP AMH
6.0805964,7.9062147,GATA4 mouse,HEXIM1 MEF2C HSPA5 MYOG IFI204 DMRT1 EPOR LRRC10 SPDEF BMP4 HHEX CCND2 NPPA NPPB STAR ID2 HESX1 ANKRD1 ADORA1 AMH NKX2-5 LHX9
3.1208124,6.3360033,GATA6 human,SULT2A1 CYP17A1 DAB2 VWF APOA1 CYP11A1 CAV1 PLAU DKK1
1.062562,7.8054996,GATA6 mouse,PPP1R14A SFTPC RBPJL CDX2 TNNC1 CAV1 WNT7B BHLHA15 TTF1 MYLK SPDEF SHH NKX2-1 SFTPA1 NOX1
0.5050121,3.2316806,GFI1 human,CYP27B1 GUCY1B1 CDKN1A BAX NF1 ELANE
1.7033296,1.364198,GFI1 mouse,SPI1 GFI1B CDKN1A CDKN2B ZBTB16 ID2 BAX BAK1 ELANE IL7R
1.8258526,0.8026706,GFI1B mouse,SOCS3 SOCS1 GFI1B MEIS1 ELF4 GFI1 RAG1 RCOR2 RAG2
1.9585392,3.0999317,GLI1 human,EGR2 PDGFRA JUN SMAD4 IL1R2 H2AFX MUC5AC TNFRSF10B SFRP1 CYR61 SOCS1 FAS BHLHE41 AKT1 CDK2 S100A7 BCL2 SOX9 S100A9
4.076797,3.1757095,GLI1 mouse,PDGFRA CDH1 HAS2 NHLH1 PVR FOXM1 RUNX3 RUNX2
3.889029,5.0845785,GLI2 human,FOXA2 IFITM5 WNT2B PDGFRA FOXC2 JUN FOXE1 H2AFX FOXF1 FST MUC5AC TNFRSF10B FOXL1 SOCS1 CDH1 FAS BHLHE41 BCL2
6.6710143,5.3405485,GLI2 mouse,IFITM5 FOXE1 PTCH1 GLI1 PAX3 ASCL1 BMP2 SHH FGF15 NDP FKBP8 HES1 SOX8 MYF5
3.8370485,6.3826976,GLI3 mouse,FGF8 SHH PITRM1 HAS2 PVR GLI2 NKX6-1 GLI1 MYF5
3.836977,6.4040833,GTF2I mouse,TGFB2 SEC23A HSPA5 FOS IGH DLK1 TGFBR2 CFDP1 AKAP12 ID1 CSRP2 CCND1 CCL7 NSD1 GSC FOLR1
4.463268,5.7480717,GTF2IRD1 mouse,TGFB2 CSRP2 CCL7 DLK1 FOLR1 TGFBR2
6.3165064,5.9108205,HAND2 mouse,DLX5 DLX6 DBH MSX1 PHOX2B RUNX2
0.72577965,5.5960965,HDAC1 human,HSPA5 HMGCS1 EIF2AK1 MMP9 RUNX3 RHOB IL2 COL1A2 SP1 BAMBI RARB HLA-DRA TFF1 TP53 PCNA CXCL8 ABCB1 CD82 BCL2A1 ALOX15 PSIP1 BRCA2 CYP3A4 DEFB1 SFRP1 EGFR RELN EPCAM CCND2 CCND1 TERT CDH1 E2F1 SPP1 MICA MICB EGR1 SERPINB5 CDKN2A NOS3 MGMT STAT3 GAD1 IGFBP3 FOS TNFRSF10A ESR1 SMAD7 NFKB1 KLF4 POU5F1 AR CLDN7 TJP1 APOC3 TXNIP BIRC5 SNAI2 RGS10 RECK DNMT1 BIRC3 CD44 CDKN1A PHB CD1D ICAM1 PTGS2 RECQL4 GRIN2B MMP28
1.0655121,2.7406604,HDAC1 mouse,JUN CDC25A PPP2CA AR NFKBIA SP1 IL6 RBL2 FAS STAR FSHR PPARG RECK CEBPB CDKN1B CDKN1A CSN2 RHOX5 COMP CD1D2 EPCAM AKAP12 BGLAP CCL5 IL12B SPP1 NOS2 NFYA
1.6858176,2.889935,HDAC2 human,CAD APAF1 MUC5AC IGF1 KLF4 BMP7 TGFBR2 VEGFA COL1A2 MYCN SP1 CCNE1 SNAI2 DNMT1 CXCL8 CDKN1A PHB TWIST1 CD1D GRM2 DEC1 CDH1 ALOX5 MYC CCL2 TNFSF10 TP63
3.7515686,2.3949037,HDAC2 mouse,NFKBIA CD1D2 CCL12 CDKN1A CCNE1 STAR NOS2 BMP7 SMARCA4 GRM2
2.1074688,3.641851,HDAC3 human,GTF2I JUN CDKN2A IFNA1 MMP2 MBD1 LSS TNF GATA2 EGFR VEGFA PRAM1 GRHL1 CXCR4 CDH1 APOC3 ALOX5 MYC TLR9 GAS2 ULBP1 LGALS9 PCK2 GCM1
0.7726186,1.8376548,HDAC3 mouse,NR4A2 NFKBIA PHLPP1 CDKN1B JUN BCL2L1 FOS
2.023142,4.6654644,HDAC4 human,TGIF2 MEF2A TGIF1 HDAC3 IL10 JUN SMAD4 CDKN2A CDKN1A SLC2A4 VCAM1 KLF4 HOXB13 VEGFA PTGS2 RUNX2 MMP13 IL5 PTPA WT1 CA9 RECK PTGES ATF4
4.937454,6.5177183,HDAC5 human,MEF2A YY1 WT1 SLC2A1 SLIT2 SLC2A4 IGF2 FGF2
3.617857,4.636182,HDAC7 human,MEF2A MEF2D MEF2C ACTN4 CDKN1A MAML1 HDC CYP7A1 ESR1 HIF1A NR4A1 MMP10 AKAP12
2.3706114,5.2863827,HDAC9 human,APP MEF2A IGFBP1 RELA MYEF2 CDKN2A CITED2 HSPA5 DIRAS3 CFLAR PRL TNFRSF10B IL18 ESR1 NFKB1 MMP13 STAT6 TP53
6.2607574,8.138798,HDGF human,CDH1 FAS VIM SMYD1 VEGFA VEGFB
7.330336,5.362419,HES1 human,CD4 DBF4 MAP2 E2F1 PTEN HTR1A PTGDS ASCL1
7.1223493,5.2996387,HES1 mouse,CDKN1B CDKN1C MAP2 HTR1A CORO1A ASCL1
4.7806206,1.3297486,HESX1 mouse,PROP1 POU1F1 LHB FSHB CGA DNMT1
5.0249047,6.4190903,HEY1 human,OCLN ACTA2 BMP2 PROX1 KDR GATA6 GATA4
5.3085356,6.8706937,HEY1 mouse,ID1 NPPA GATA6 OLIG2 GATA4 RUNX2
4.3667436,2.7343411,HIC1 human,STAT3 E2F1 MYC ACKR3 VLDLR EPHA2 SIRT1 LRP8 VEGFA
2.3810112,5.380268,HIF1A human,EDN1 ACE TGFB3 MMP2 SDHB MUC3A VEGFA GCK VEGFB TLR2 ASS1 CXCL12 PIK3CA PPP1R3C LEP VIM BAX AGTR1 TLR6 ALDOA EPO ABCB1 SERPINE1 KLK3 CTGF MUC1 NT5E SOCS1 LDHA CCND1 TERT CDH1 TUBB3 PGK1 E2F3 TIMP2 CCR7 CA9 WASF3 MICA ARNT2 EGLN1 EGLN3 PPARA STAT3 ARNT ALOX5AP MIF AR ACE2 LOX ERCC2 APEX1 MET ZNF217 RECK HBEGF SLC29A1 PTGES GAPDH PFKFB3 ITGB2 PFKFB4 ALAS2 TFRC SLC2A1 TWIST2 ENO1 TWIST1 PLAU XPC FGF2 HIF1A NR3C1 RORA NR4A1 EDNRB CXCR4 FAM162A VHL BNIP3 BID SETD2
3.4099734,5.104443,HIF1A mouse,PFKFB3 G6PC CREBBP EPO CITED2 MYOCD SERPINE1 TUFT1 MT1 VEGFA PTGS2 DLL4 BACE1 CTGF MDK BSG HEY2 HEY1 FAM162A HMOX1 SNAI1
3.6099706,5.5523243,HIPK2 human,ABCB1 MEF2C CDKN1A CTBP2 VIM HIF1A NOX1 VEGFA TP53
3.8506184,3.8072643,HIVEP2 human,HLA-C HLA-A HLA-B HLA-G HLA-E HLA-F
2.6232061,2.9544182,HMGA1 human,KL INSR POU1F1 XPA SLC2A3 CDC25A BRCA1 TWIST1 CXCL1 PTGS2 IL1B SP1 CDH1 CRYAB TP53 CD44 RAG2
4.0309143,4.9720435,HMGA2 mouse,MIA CDH1 IGF2BP2 SNAI2 TWIST1 SNAI1 NFKB1 NKX2-5
2.9639583,9.227568,HNF1A human,GPR39 IGFBP1 UGT1A1 UGT2B17 AKR1C4 VEGFA TM4SF1 ALB CYP1A2 CDH17 SLC22A9 LCT FABP1 UGT2B7 UGT1A10 CRP MTTP ACAT2 NT5E APOM CSRP1 SLCO1B3 UGT1A9 SLC22A10 UGT1A8 UGT1A7
2.5002503,8.753898,HNF1A mouse,MGAM SLC6A19 PAX4 CYP7B1 CYP8B1 CYP2C29 GUCA2A CYP39A1 IL17A CYP27A1 GLB1 CYP2A5 SOAT2 BCL6 KITL CYP1A2 CYP2E1 LCT CRP CYP3A11 PRDM1 RORC CYP7A1 CLDN2 SLCO1B2 PKHD1 CYP2D9 CYP2B10 PCK1
-0.30696318,3.898854,HNF1B mouse,SOCS3 EGR2 PKHD1 ONECUT1 PDE4C KIF12 MAFB
2.5613325,9.190094,HNF4A human,GPR39 TBP ABCG8 MMP7 TCF7L2 KCNJ11 PPARA ABCC6 AKR1C4 APOA2 GFER RNASE2 GH1 GCK FABP2 CYP27A1 CYP2C9 CEACAM1 CYP2C8 HNF1A APOC3 APOA1 ABCG5 SHBG UGT2B7 SLC26A3 SLC22A6 SERPINC1 NR1I2 CDKN1A MTTP PCSK9 AFP CYP3A4 CYP7A1 LIPC ACAT2 C1QTNF5 NPC1L1 CYP2B6 CYP2D6 MYC LDLR APOB UGT1A7
2.9398727,9.264684,HNF4A mouse,G6PC SLC6A19 PPARA SLC10A1 PKLR CDX2 F12 HMGA2 APOA4 RARE1 RARE2 GCK CYP3A41A CYP2A4 APOC3 SLC27A5 SHBG CFB FOXA2 CYP4A12A CEBPA CEBPB CYP4A12B FOXA1 ONECUT1 GSTP2 CYP3A11 GSTP1 ACMSD CYP7A1 CSN2 LIPC CYP2B9 PERP PPARGC1A PCK1
3.6439393,2.6532617,HOXA1 human,PCNA LYL1 EPAS1 CCND1 MYC BCL2 IER3
2.2535398,0.54483765,HOXA10 human,IL11 IGFBP1 EMX2 CDKN1C IL15 ITGB3 BHLHE22 KLF9 WT1 LYL1 MYCN ID2 SNAI1 PHGDH TP53
3.1012154,8.804041,HOXA10 mouse,HLF TDO2 GFI1 PHGDH DKK1 GATA1 MYLK
-0.19768927,1.638529,HOXA9 human,RELA MYCN CDH3 ARHGEF1 ID2 SHOX SELE VCAM1 NFKB1
1.8615727,1.2815186,HOXA9 mouse,LMO2 SOX4 FLT3 MYB ERG SPP1
3.9087324,5.981231,HOXB7 human,CDKN1B DAPK1 CCND1 MMP2 WNT5A PDGFA FGF2 EGFR THBS2 VEGFA
4.560475,2.3684268,HOXC8 mouse,PCNA CLEC10A LLGL1 SPP1 SMAD6 NKD2 SGPP1
1.5431213,4.674548,HSF1 human,JUN HSPA4 NAT1 HLA-G NFKB1 GUCA2B HOPX IL1B CRYGB CRYGA HSPA1A MAP3K14 FKBP4 HSPA1B RELA ABCB1 CDKN1A SERPINE1 HSD17B6 TNF FUT4 STIP1 LDHA BAG3 HSP90B2P UBB SESN3 POLK ATG7 MICA MICB
6.423809,6.1181793,HSF2 human,MAP2K4 MAPK8 FOS TNFSF11 TXN HSPA4 HIF1A
-0.40478763,4.5276136,ID1 mouse,BGLAP2 CDKN2A CDKN1A IFNG ALPL MYOD1 REL THBS1 TNF RORC RUNX2
1.1112354,1.733049,ID2 mouse,BGLAP2 COL1A2 CCNA2 LIPE SPI1 IL10 ZBTB16 ALPL TCF3 TPT1 RUNX2
4.996352,8.116321,ID3 mouse,BGLAP2 COL1A2 ADIPOQ SMARCC1 NOTCH1 ALPL VCAM1 RUNX2
0.105107106,3.7242138,IKBKB human,CXCL8 NOS2 MMP9 VCAM1 TP53 CD44
-0.814698,3.7041602,IKBKB mouse,CXCL10 CXCL11 NFKBIA CXCL9 RPS6KB1 CXCR4 TRP53 CXCL2 TNF CCL19 NFKB1 PTGS2
0.15672958,1.099049,IKZF1 mouse,NOTCH1 IL10 OPRD1 CASZ1 OSR1 OPRK1 IL2 CD79A CD4 IGLL1 MYC NOS2 FGFR4 PROM1 RAG1 IL7R
5.4477262,0.55778146,ILF3 human,BIRC5 HLA-DRA ACRV1 PLAU IL2 HLA-DQA1 HLA-DRB1
4.831712,1.5901134,ING1 human,PCNA CDKN1A FAT1 BAX CASP3 AFP TP53
0.62268025,4.12214,ING4 human,CXCL8 CDKN1B NTRK1 CDKN1A ANGPT1 NGF PTGS2 CCND1 BCL2 ARL6IP5 BAX CASP3 SPP1 TP53 SKP2
-0.8295701,3.8573244,IRF1 human,IL10 EIF2AK2 TAP2 TAP1 MMP9 VCAM1 FOXP3 TAPBP PSMB9 CXCL10 CEACAM1 OGN IRF2 CDK4 SLPI IFNG CDK2 BCL2 CDK1 TP53 CD40 PSMB10 SOCS1 SOCS2 MYB CASP7 E2F1 CIITA IFNA13 DDX58 DST ERAP2 CYBB HLA-A HLA-G CCNE1 NCF2 CDKN1A IFNA1 IL27 PIGR FASLG IFIT3 CCNB1 CCL5 IFNB1 IL12B TNFSF10 IL12A TRIM22 POLH
-0.7868311,3.4900475,IRF1 mouse,TAP2 TAP1 FOXP3 MAPK14 HIST2H4 CXCL10 CXCL11 MYD88 IL4 SELL IFNG CFB CDKN1A IL27 PIGR TNF SOCS1 CCL5 IFNB1 IL12B IL12A NOS2 UPP1 GBP2 CIITA
0.28962252,1.6893148,IRF2 human,IL4 IFNGR1 DST CXCR4 ERAP2 IFNB1 TAP1 CIITA
-0.9846919,3.5394027,IRF3 human,ABCC2 IFNA1 CXCL10 IFNL1 MAVS SOCS2 TNPO1 IRF5 PURA CCL5 IFNB1 CCL2 IRF7 TLR4 TLR3
-0.59809065,4.1373277,IRF3 mouse,HIST2H4 SOCS2 IL23A IFNA1 IFNA4 PURA IFNB1 PVR IL12A USP18 IFNA
-0.5596435,3.5758166,IRF4 mouse,IL1B IL4 SPI1 IL10 CXCL9 IL9 CDKN2B PRDM1 NFATC2 RUNX3 ZBTB20
-0.7985806,3.866963,IRF7 human,CXCL10 IFNL1 IFNA13 IFNL3 IFNL2 IFNA2 IFNA1 CCL5 CD80 NR1H4 IFNB1 ATF4
1.848145,8.130898,IRF7 mouse,HIST2H4 IFNL3 IFNA1 IFNA4 NR1H4 IFNB1 IFNA
1.1858684,1.5196488,IRF8 human,IL1B IL10 NCF2 CFLAR GAS2 NF1 CYBB IL12A CD68 TLR4 TLR3
-0.099052384,3.4154763,IRF8 mouse,C1QB IL12 SPI1 SLC11A1 CDKN2B IL27 CFLAR TNF FANCC IL1B BCR DAB2 CD8A IFNG CCL5 GAS2 NF1 IL12B TLR11 ABL1 IL12A NOS2 JAK1
-0.8992557,3.9531944,IRF9 human,CDKN1B CCND2 CDKN1A SP100 IL27 NCAM1 PML IFIT3
6.3272243,5.529268,ISL1 mouse,MEF2C ARX FGF10 MSX1 TBX5 POU4F2 PBX1
0.7146505,5.225482,JUN human,MAP3K1 CCK VCAM1 RUNX2 MGP IL23A FAS CYP1A2 MELTF NEIL1 TP53 APP ATF3 SPRR3 CSF2 CD82 CSF1 TNC TNF EGFR RELB CTGF MYB CCND1 MYC MSR1 BATF3 TNFRSF10A SMAD7 NFKB2 LOR AR TP73 FOSL1 GCLC STAR BCL2L1 NOX5 PGR SPRR1B EZR EZH2 SPI1 OXTR BEX2 IL5RA TXN CREM PLAU PLAT FASLG ETS1 MMP20 NTS ETS2 CYP19A1 FGF7 LGALS3 APOM GJA1 STMN1 CYP11A1 IBSP IL12B IL12A PDK1 SOX7 SLC19A1 CYP2J2 EDN1 MMP7 VDR JUN PDHA1 MMP1 MMP2 MMP3 VEGFD OPRM1 MMP9 IL3 RHOB VEGFA TNFRSF1B IL2 IL1A MMP13 IL1B MMP12 ACTA1 IL6 KRT16 IFNG RARB RARA TFF1 REN CXCL8 ABCB1 ELN BRCA1 ALOX12 CA2 LDHA PENK TERT CTSL LBP SMN1 TIMP2 PCK2 NQO1 MEF2D PPARA NOS3 MGMT UGT2B15 SYK PLAUR F3 NGF DCN SOD2 APOC3 DDIT3 CDK5R1 PPARD BECN1 CSTA CDKN1A RARG IL24 GSTP1 PTN DDX21 PTGS2 MAPK8 NAMPT HEY1 MAT2A POLD2 NPY CCL5 NEFL ITGAX IFNB1 CCL2 ITGB8 NOS2
