x,y,Name,Genes,Label,Color
8.90103,4.938674,dendritic cell type 3 (dc3) (id:157),ADGRE3 AIF1 AOAH APOBR AQP9 BIN2 C1orf162 C5AR1 CCR1 CCR2 CCR5 CD14 CD163 CD1C CD300A CD300C CD300E CD300LB CD300LF CD86 CEACAM3 CEACAM4 CLEC10A CLEC12A CLEC4A CLEC4D CLEC5A CLEC7A CSF1R CSF2RB CSF3R CTSS CXCR2P1 CYBB CYTH4 DOK2 DPEP2 F13A1 FCER1A FCER1G FCGR2A FCGR2B FCGR2C FCGR3A FCGR3B FCN1 FGD2 FGL2 FGR FPR1 FPR2 GAPT HCK HK3 IGSF6 ITGAM ITGAX ITGB2 JAML LILRA1 LILRA3 LILRA5 LILRA6 LILRB2 LRRC25 LST1 LY86 LYZ MNDA MPEG1 MS4A14 MS4A4A MS4A6A MS4A7 MYO1F NCF1 NCF1B NCF1C NCF2 NCF4 NFAM1 P2RY13 PLEK PTAFR RGS18 RNASE6 S100A12 S100A8 S100A9 SIGLEC1 SIGLEC5 SIGLEC7 SIGLEC9 SIRPB2 SLA SPI1 TLR2 TLR8 TREM1 TYROBP,Other,-1
9.150529,4.0677786,dendritic cells-cdc1 (id:158),AIF1 AOAH AQP9 BATF3 C1QA C1QB C3AR1 CADM1 CASP5 CCL3 CCL4 CCL4L2 CCR1 CCR5 CD14 CD1C CD300A CD300LB CD300LF CD4 CD48 CD53 CD74 CD86 CLEC10A CLEC12A CLEC4A CLEC4D CLEC7A CLEC9A CSF1R CSF2RB CTSS CXCL10 CXCL9 CXCR2P1 CYBB FCER1A FCER1G FCGR2A FCGR2B FCGR3A FCGR3B FGL2 FGR FOLR2 FPR1 FPR2 FPR3 GIMAP4 GIMAP5 GIMAP7 GIMAP8 GZMB HAVCR2 HCK HK3 HLA-DMB HLA-DPA1 HLA-DPB1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB3 IDO1 IGKC IGSF6 IL10RA IRF8 ITGAX JAML LCP2 LILRA1 LILRB2 LILRB4 LRRC25 LST1 LY86 MNDA MPEG1 MS4A14 MS4A4A MS4A6A MS4A7 NCF1C NFAM1 P2RY13 PLEK RNASE6 SIGLEC1 SIGLEC7 SIGLEC9 SLA SLAMF7 SLAMF8 SPI1 TFEC TIFAB TLR8 TNFSF13B TYROBP,Other,-1
8.983684,4.4386363,dendritic cells-cdc2 (id:160),AIF1 AOAH APOBR AQP9 ARHGAP30 BIN2 BTK C1orf162 CCR1 CCR2 CCR5 CD180 CD1C CD300A CD300C CD300LB CD300LF CD48 CD52 CD53 CD86 CLEC10A CLEC12A CLEC4A CLEC7A CSF1R CSF2RB CTSS CXCR2P1 CYBB CYTH4 DOK2 FCER1A FCER1G FCGR2B FCGR2C FCGR3A FGD2 FGL2 FGR GAPT HCK HK3 HLA-DPB1 HLA-DRA IGSF6 IL10RA IRF8 ITGAM ITGAX ITGB2 JAML LCP2 LILRA1 LILRB1 LILRB2 LILRB4 LRRC25 LSP1 LST1 LY86 LYZ MNDA MPEG1 MS4A14 MS4A4A MS4A6A MS4A7 MYO1F NAPSB NCF1 NCF1B NCF1C NCF2 NCF4 NFAM1 P2RY13 PARVG PIK3R5 PIK3R6 PLEK PTAFR PTPRC RNASE6 SASH3 SIGLEC1 SIGLEC5 SIGLEC7 SIGLEC9 SLA SNX20 SPI1 TAGAP TFEC TIFAB TLR8 TNFAIP8L2 TYROBP,Other,-1
5.702344,1.6943153,descending thin limb cell (id:161),ABCA8 ADAMTS9 ADGRL4 AGT ANGPTL2 ANK2 ANTXR1 APOE BGN C1QTNF5 C1R C1S CACNA2D1 CDH11 COL11A1 COL14A1 COL16A1 COL1A2 COL3A1 COL4A1 COL4A2 COL5A2 COL6A1 CPE CRYAB CXCL12 DAAM2 DCN DDR2 DKK3 DOK5 DPYSL3 EDIL3 EDNRB EPB41L1 FAM13C FBN1 FBXL7 FGF1 FIBIN FN1 FNDC4 FRZB GJA1 GPRC5B GUCY1A2 HSPB8 HTRA1 IGFBP5 ISLR KIAA1755 LAMA2 LAMA4 LDB2 LIFR LMOD1 LUM MMP2 MPDZ MRAS MXRA5 NAV2 NES NTM OLFML3 PCDH18 PCDHGC3 PDGFRA PDGFRB PDZRN3 PHLDB1 PLPP3 PLSCR4 PMP22 POSTN PPP1R3C PRICKLE2 PRRX1 PTN PTPN21 PTPRD RASL12 SATB2 SDC2 SDC3 SEMA6D SGCD SOD3 SORBS1 SPARC SPARCL1 SPP1 STARD13 TEK THBS2 THY1 TIMP3 TLN2 TMEM47 TNS2,B-cells,5
5.784735,1.0023322,descending thin limb cell type 1 (id:162),ADCY6 ADGRL2 AMOTL2 ANK2 ANTXR1 APBB2 ARHGEF17 BCAR1 CACNA2D1 CADPS2 CAP2 CD276 CDC42BPA CHST3 COL12A1 COL16A1 COL4A1 COL4A2 CPE CRYAB DAB2IP DDAH1 DOCK1 DPYSL3 DST EDIL3 EGFR ENAH EPB41L1 ERRFI1 FAT1 FERMT2 FIGN FKBP9 FN1 FNDC4 GAREM1 GJA1 GNG12 HSPA12A HSPB8 HTRA1 ID1 ID4 ITGAV ITSN1 JAG1 KIAA1217 KITLG LAMB1 LAMB2 LARP6 LGR4 LIFR LIMCH1 LRIG3 LRP4 MAGI1 MAP1B MID1 MPDZ NAV2 NCKAP1 NES NFIB NUAK1 OBSL1 PARVA PHLDB1 PLPP3 PPFIBP1 PPP1R3C PRICKLE2 PRRG1 PSD3 PTPN21 PTPRG RASAL2 RASSF8 RBFOX2 RND3 SASH1 SATB2 SCARA3 SH3D19 SH3PXD2B SLC14A2 SMARCA1 SOX9 SPP1 SPRY4 STARD13 TANC1 TEAD1 TIMP3 TJP1 TLN2 TMEM47 TNS2 UACA UNC13B WWTR1,B-cells,5
5.129012,5.410449,descending thin limb cell type 2 (id:163),A4GALT ADCY6 ADIRF AGRN ALDH1A3 AMOTL2 ANO1 AQP1 ARHGEF16 ARHGEF17 ARHGEF37 ASS1 BCAR1 BDKRB2 BOK C11orf52 CASKIN2 CDC42EP1 CDC42EP5 CEP170B COL16A1 CRYAB CTNND1 DAB2IP DDR1 DOCK6 EFEMP1 EFNA1 EGFR EPAS1 EPB41L1 EPHA2 EPHX1 EPS8L2 FKBP9 GIPC1 GJB3 GNA11 GNG12 GPC1 GRB7 HR HSPB1 HSPB8 HSPG2 IL17RC IL20RA ITGB4 JUP KIAA1217 KIAA1522 KIF1C KRT17 KRT19 LAMA3 LAMA5 LAMB2 LAMB3 LRIG3 LRP5 MAP3K6 MICALL2 MST1R MUC1 MYO1C NBL1 PACSIN3 PERP PKP3 PLXNB1 PPIC PTPN21 PTPRF PTPRU RHBDF1 RHOD RTKN S100A13 S100A14 S100A16 SDC1 SDC4 SEMA3F SHB SIX5 SLC39A8 SLC44A3 SLC4A11 SLC9A3 SLC9A3R2 SLCO2A1 SNX33 SOD3 TACSTD2 TEAD3 TMEM125 TMEM54 TNKS1BP1 TNS2 TRIM29 TSPAN1 VWA1,B-cells,5
5.2486043,5.762824,descending thin limb cell type 3 (id:164),AMOTL2 ANO1 ANTXR1 APBB2 ARFGEF3 ARHGEF37 ATP1B1 BBOX1 CADPS2 CAP2 CDS1 CGNL1 CLDN1 COL12A1 COL16A1 COL4A5 CPE CRYAB CYP4X1 DAB2IP DNAH5 DOCK1 DSP DST EFEMP1 EGFR EMP2 ENAH ENTPD3 EPB41L1 EPB41L4B F3 FAM189A2 FAT1 FGFR2 FLRT3 GALNT18 GAREM1 GJA1 GNG12 HSPB8 IL20RA KCNK1 KCTD1 KIAA1217 KRT17 LAMA3 LAMC2 LIFR LIMCH1 LRIG3 MAGI1 MAL2 MPDZ MYO6 NAV2 NCKAP1 NEBL NFIB NTN4 PALLD PARD3B PARVA PCDH7 PCLO PDZD2 PITPNM3 PKP1 PLA2R1 PLS3 PPL PRICKLE2 PTPN21 PTPN3 PTPRF PTPRU RASAL2 RND3 RNF152 S100A16 SCARA3 SCEL SDC4 SERTAD4 SH3D19 SH3GL3 SHROOM2 SHROOM3 SLC14A2 SOX9 TACC2 TACSTD2 TANC1 TEAD1 THRB THSD4 TJP1 TPD52L1 TRIM29 TUSC3 VWA1 WWTR1,B-cells,5
5.085099,0.54623973,descending vasa recta endothelial cell (id:165),ADAMTS6 ADAMTSL1 ADGRL4 AFAP1L1 AMOTL2 ANTXR1 AOX1 ARHGAP29 ARSJ ASPH AXL BGN BICC1 CALD1 CAV1 CAV2 CCDC80 CD59 CDH11 CHST3 CNN3 COL12A1 COL16A1 COL4A1 COL4A2 COL5A2 CRIM1 DCBLD2 DDR2 DKK3 EFEMP1 EGFR EHD2 EVA1A FAM114A1 FAP FAT4 FBN1 FERMT2 FKBP9 FN1 FRMD6 FSTL1 GJA1 GNG12 GPX8 HSPG2 HTRA1 ITGBL1 LAMA4 LAMB1 LIFR LOX LRIG3 MPDZ NAV2 NCKAP1 NNMT NTN4 OSMR P4HA2 PALLD PALMD PAPPA PARD3B PARVA PHLDB1 PHLDB2 PLAT PLOD2 PLS3 PLSCR4 POSTN PPFIBP1 PPP1R3C PTPN14 PTPN21 RAI14 RASSF8 RND3 S100A16 SCARA3 SERPINE1 SERPINE2 SH3D19 SMARCA1 SNAI2 SRPX SRPX2 SYDE1 SYNC TEAD1 TGFB2 TJP1 TM4SF1 TPM1 UACA VEGFC WWTR1,Other,-1
7.19697,0.019503515,distal convoluted tubule cell (id:166),ABHD12B ADARB2 ADCY2 ADD2 AMER2 AP3B2 ATCAY ATP1B2 ATXN3 B3GAT1 C12orf76 CACNA1A CACNA1E CACNB4 CACNG8 CALB1 CALN1 CDKL5 CHD7 CNTNAP2 COL9A1 CTNNA2 DDX25 DLGAP1 DPPA4 DRAXIN FGF13 FRRS1L FUT9 GABRA1 GABRB3 GLB1L3 GNAL GRIA4 GRID2 GRIN2B HHLA1 KCNH5 KCNK10 L1TD1 LIN28A LIX1 LRRK1 LRRTM4 MCF2L2 MGAT4C MOBP MOG MYT1L NANOG NR6A1 NRXN1 PCDH11X PCYT1B POU2F1 POU5F1 PPP2R2B PRDM14 PTCHD1 RBFOX3 RIMS2 RNFT2 RPH3A SALL3 SCG3 SCGB3A2 SCN1A SGSM1 SHISA9 SLC12A1 SLC12A3 SLC1A6 SLC24A2 SLCO1A2 SORCS3 SPECC1 SRRM4 SSTR2 ST8SIA3 SYN3 SYT2 TDGF1 TMEM132D TPTEP1 TRIM71 TRPM3 TRPM6 TTYH1 UGT8 UNC5D UNC80 XKR4 ZBTB8B ZFR2 ZNF445 ZNF483 ZNF493,Other,-1
8.91925,2.1460524,distal convoluted tubule cell type 1 (id:167),ABCC13 ADGRE2 ADGRE3 ADGRG3 APOBEC3A ARL11 BEND2 BIN2 BTNL8 C16orf54 C5AR1 C5AR2 CCDC88B CCR4 CD22 CD3G CEACAM3 CEACAM8 CIITA CLEC17A CLEC4C CLEC4E CLEC7A CNR2 CR1 CSF2RA CSF3R CXCR1 CXCR2 CYP4F3 DAPK2 DPEP2 FCAR FCGR3B FCN1 FCRL1 FCRL2 FCRL3 FFAR2 FGD2 FPR1 FPR2 HELB HSH2D IGSF6 IKZF3 IL12RB1 ITGAX KCNJ15 KLRD1 KLRK1 LAT2 LILRA1 LILRA2 LILRA4 LILRA5 LILRA6 LILRB1 LRRC25 LY9 MEFV MNDA MS4A1 MYO1F NCF1 NCR1 NFAM1 NLRP12 P2RY13 PADI4 PARP15 PNPLA1 POU2AF1 PRAM1 PTAFR RASGRP4 RPS6KA5 SCIMP SCML4 SIGLEC10 SIGLEC14 SIGLEC8 SLA2 SLC11A1 SLC12A3 SLC24A4 SLC25A45 SLC26A8 SLC4A1 SPIB TLR10 TLR7 TNFRSF13C TRPM6 TTC16 ZBP1 ZC3H12D ZNF101,Other,-1
6.9670143,-1.0160257,distal convoluted tubule cell type 2 (id:168),A2ML1 ABHD12B ABO ACOT11 ADCY2 AJAP1 ANK3 AP3B2 APOL4 ARHGAP26 ATP10B ATXN3 B4GALNT2 BAZ2B BSND CA10 CA4 CACNA1D CACNA1E CALB1 CAPN13 CCDC125 CCDC30 CCSER1 CDKL5 CLDN10 CLMN CPNE6 EPB41L4A ERVW-1 ESRRG FAM135B FAM157A FAM83F FGD4 FGF13 FRK GABRP GRHL2 GSTO2 HHLA1 HSD11B2 INTU KCNB1 KCNH7 KCNK10 KLF8 LOXHD1 LRRC4 LRRK1 MAP7 MCF2L2 MOB3B MROH7 NRXN1 NWD1 PADI2 PDZD2 PLXDC2 PPP1R12B PPP2R2B PROM2 PRSS8 PTPRT RAB11FIP4 RABGAP1L RALGPS1 RBM47 REPS2 SCIN SCNN1G SEC14L5 SGSM1 SHISA6 SHISA9 SLC12A1 SLC12A3 SLC15A2 SLC22A2 SLC22A6 SLC22A8 SLC8A1 SNX27 SPECC1 SRGAP3 SRRM4 STEAP4 STON2 SYT2 TFCP2L1 TMPRSS4 TPTEP1 TRPM6 TRPV5 TRPV6 UMOD UNC80 WSCD2 XKR4 ZNF493,Other,-1
6.917157,3.304166,dn thymocyte (id:169),ACAP1 ARHGAP25 ARHGAP30 ARHGAP9 BCL11B BIN2 C11orf21 CCR2 CD1A CD1C CD2 CD244 CD247 CD28 CD300A CD34 CD3D CD3E CD3G CD40LG CD44 CD48 CD5 CD52 CD53 CD6 CD7 CD8B CD96 CST7 CTSW CYTH4 CYTIP DNTT DOK2 DPEP2 EVI2B FGR GATA3 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GMFG GNLY GPR174 GRAP2 GZMA GZMB GZMH GZMK HCST ICOS IKZF1 IL16 IL18RAP IL2RG ITGAL ITGB2 JAML KLRB1 LCK LCP2 LSP1 LTB MME MYO1F MYO1G NKG7 P2RY10 PARVG PIK3R5 PRF1 PSTPIP1 PTCRA PTPRC PTPRCAP PYHIN1 RAG2 RASAL3 S1PR4 SASH3 SELL SELPLG SH2D1A SIRPG SIT1 SLA SLAMF6 SNX20 SPI1 TAGAP TBC1D10C TBX21 TCF7 THEMIS TMC8 TNFSF8 TRAC TRAF3IP3 TRAT1 TRBC1 TRBC2 TRBV20-1 TRBV7-2 TRGC2 UBASH3A WAS,White Blood Cells,-1
6.8592343,3.3337343,dp thymocyte (id:170),ACAP1 ALOX5AP AOAH ARHGAP25 ARHGAP30 ARHGAP9 BIN2 CCR2 CCR5 CD1A CD1B CD1C CD1E CD2 CD244 CD247 CD28 CD300A CD3D CD3E CD3G CD48 CD5 CD52 CD53 CD6 CD7 CD8A CD8B CD96 CORO1A CST7 CXCR3 CXorf65 CYTH4 DOK2 ELOVL4 EVI2B FGR GIMAP1 GIMAP5 GIMAP7 GMFG GPR174 GPR65 GRAP2 GZMA GZMB GZMH GZMK ICOS IKZF1 IL16 IL2RG ITGAL ITGB2 ITGB7 JAML LCK LCP2 LSP1 LTB LYST MYO1G NCKAP1L NCR3 NKG7 P2RY10 P2RY8 PARVG PRF1 PSTPIP1 PTPRC PTPRCAP RAG1 RAG2 RASAL3 RNASE6 S1PR4 SASH3 SELL SELPLG SH2D1A SH3TC1 SIRPG SIT1 SLA SLAMF1 SLAMF6 SMPD3 SNX20 TAGAP TBC1D10C TBX21 THEMIS TMC8 TNFAIP8L2 TNFSF8 TRAC TRAF3IP3 TRAT1 TRBC1 TRBC2 TRBV20-1 TRBV7-2 TRGC2 TRGV2 TTC24 UBASH3A UHRF1 WAS,White Blood Cells,-1
7.240018,5.828571,early erythroid (id:171),ACRBP ADGRG3 AHSP ALAS2 AMHR2 APOC1 AQP10 ATP2A3 AZU1 BLVRB BTK BTNL10 C19orf84 CA1 CBFA2T3 CEBPE CHST13 CISH CLC CR1L CTSG DEFA4 DHRS13 ELANE EMID1 EPB42 EPCAM EPOR EPX FAM117A FRAT2 GATA1 GFI1B GYPA GYPB HBA1 HBA2 HBBP1 HBD HBG1 HBG2 HBM HBQ1 HBZ HDC HEMGN HMBS ICAM4 IGLL1 IL9R ITGA2B KCNH2 KCNK5 KEL KLF1 LGALS12 LYL1 MATK MPO MS4A3 MYB MYC MYL4 NFE2 NT5M NUP210 OR2W3 P2RX1 PIM1 PKLR PRG2 PRSS57 PRTN3 PTPN6 R3HDM4 RBM38 RHAG RNASE2 RNASE3 RPS6KA1 SIGLEC12 SLC25A39 SLC27A2 SMIM1 SMIM24 SPDYC SPTA1 STXBP2 TAL1 TALDO1 TESC TESMIN TFR2 TMC6 TRIM10 TSPO2 UNC13D VAMP8 XK,Other,-1
7.7780695,6.177474,early megakaryocyte (mk) (id:172),ADGRE3 ADGRG3 AIF1 APOBR BTK C11orf21 C19orf38 CAVIN2 CCR2 CD1C CD244 CD300A CD300C CD300LB CD300LF CEACAM4 CLC CLEC10A CLEC12A CPA3 CSF2RB CSF3R CXCR1 CXCR2 CXCR2P1 CYBB DOK2 F13A1 FCER1A FCER1G FCGR2A FCGR2C FCGR3B FES FGR GAPT GATA1 GATA2 GP9 HCK HDC HK3 IGHA1 IGHA2 IGHD IGHG2 IGHM IGKC IGKV3-20 IGKV4-1 IGLC1 IGLC2 IGLC3 ITGAM JAML JCHAIN LGALS12 LGALS9 LILRA1 LILRB2 LRRC25 LY86 LYL1 LYN LYZ MCEMP1 MNDA MPEG1 MS4A4A MYO1F NCF1B NCF1C NCF2 NCF4 NFAM1 NFE2 NKG7 P2RX1 PDLIM1 PF4 PIK3R6 PLEK PPBP PTAFR PTGS1 RAB44 RGS18 RNASE2 RNASE6 S100A12 S100A8 S100A9 SELP SIGLEC5 SIGLEC7 SPI1 STX11 TBXAS1 TLR8 TREM1 TREML1 TYROBP,White Blood Cells,-1
4.2144322,3.0994282,endo l2-5 nostrin srgn (id:176),ACKR1 ACVRL1 ADGRF5 ADGRL4 APLNR AQP1 ARHGEF15 BCL6B BMX C1QA C1QB C1QC CA4 CCDC3 CCL14 CCL21 CCM2L CD34 CD93 CDH5 CLDN5 CLEC14A CLEC2L CLEC3B CLEC4GP1 CMTM5 COX4I2 CPNE5 CYYR1 DMTN ECSCR EFCC1 EMCN ERG ESAM F13A1 FAM107A FAXDC2 FGD5 FHL5 FLT4 FXYD1 FXYD6 GJA4 GPIHBP1 GPR4 HBA1 HBA2 HBB HSPA12B IL34 KANK3 LDB2 LIMS2 LRRC32 LYVE1 MMRN1 MMRN2 MYCT1 NOTCH4 P2RY12 PCDH12 PDE2A PEAR1 PECAM1 PLVAP PPP1R14A PTGDS RAI2 RAMP2 RAMP3 RNASE1 ROBO4 SELE SELP SEMA3G SHE SLC6A1 SOX17 SOX18 SPARCL1 STAB1 TAL1 TDRD10 TEK TIE1 TMEM132C TMEM204 TNS1 TNXB TPPP3 TSPAN18 TSPAN7 VIP,Other,-1
10.006563,3.684064,endothelial cell (id:177),A2M ABCA6 ABCA9 ABI3 ACVRL1 ADCY4 ADGRF5 AIF1 ANGPT2 ARHGEF15 C1QA C1QB C1QC CALCRL CCL14 CD163 CD34 CD93 CDH5 CFLAR CLDN5 CLEC14A CLEC1A CSF1R CSF2RB ECSCR ELMO1 EMCN ENTPD1 ERG ESAM F13A1 FAM124B FCGR3A FGD5 FGL2 FHL5 FLI1 FLT1 FOLR2 FPR3 GBP4 GGT5 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GIMAP8 GJA4 GPR34 GPR4 HCLS1 HLA-DPB1 ICAM2 LAPTM5 LCP2 LILRB5 LPAR6 LRRC32 LYVE1 MMRN1 MPEG1 MRC1 MS4A4A MS4A6A MS4A7 MSR1 MYCT1 MYH11 NOTCH4 PCDH12 PECAM1 PLA2G4C PLVAP RAMP3 RASGRP3 RNASE1 SCARF1 SELE SELP SHE STAB1 TAL1 TDRD10 TFEC TIE1 TM6SF1 TYROBP USHBP1 VSIG4 VWF WDFY4 XAF1 ZEB2,Other,-1
3.8665266,3.1211586,endothelial progenitors (id:182),ABCA8 ACKR1 ADCYAP1R1 ADGRB3 ADGRF5 ADGRL4 AEBP1 APCDD1 APLNR AQP1 ARHGEF15 ATP1A2 BCL6B BGN C1QTNF5 CACNA1C CADM3 CCDC3 CD34 CDH5 CHRDL1 CLEC14A CNTFR COL14A1 COL1A2 CXCL12 CYYR1 DAAM2 DCHS1 DCN EDNRB EFS ENPP2 FAM107A FAM162B FGD5 FHL5 FLT1 FREM1 FRZB FXYD6 GJA4 GPIHBP1 HEPH IGFBP5 IGSF21 IQSEC3 ISLR ITGA8 ITGA9 ITIH5 JAM2 KALRN KDR KIT LDB2 LGI4 LMOD1 LYVE1 MXRA5 NDN NDRG2 NTRK2 NYNRIN PCDH17 PDGFRA PDZRN4 PLP1 PLPPR4 PLVAP PREX2 PTPRD RAMP2 RAMP3 RASL12 RCAN2 RGS5 RGS7BP RNASE1 RUNX1T1 SCN4B SEMA6D SERPING1 SFRP2 SHISA6 SHROOM4 SLC6A1 SMOC2 SORBS1 SPARCL1 TCEAL7 TCF4 TEK THY1 TMEM132C TRIL VSTM4 VWF WSCD2 ZNF423,Progenitors,3
8.092888,5.735723,eosinophil (id:185),ADGRE3 ADGRG3 AHSP AIF1 ALAS2 APOBR BIN2 BTK C11orf21 CCR2 CD244 CD300A CD300LB CD300LF CD33 CEACAM3 CEACAM4 CEBPE CFP CLC CLEC10A CLEC12A CLEC12B CLEC9A CPA3 CR1 CSF2RB CSF3R CST7 CTSG CXCR1 CXCR2 DEFA1 DEFA3 DEFA4 DOK2 DPEP2 FCER1A FCER1G FCGR2A FCGR3A FCGR3B FCN1 FGL2 FPR1 FPR2 GAPT GATA1 GATA2 GP9 HBB HCK HDC HK3 HPGDS IL18RAP IL5RA JAML LCP2 LGALS12 LILRA1 LILRA2 LILRB2 LRRC25 LST1 LYL1 LYZ MCEMP1 MNDA MPEG1 MPO MS4A2 MS4A3 MS4A6A MYO1F NCF4 NFAM1 NFE2 NKG7 P2RX1 P2RY13 PADI4 PPBP PRAM1 PROK2 RAB44 RASGRP4 RGS18 RNASE2 RNASE3 RNASE6 S100A12 SELP SIGLEC17P SIGLEC5 SIGLEC7 SIGLEC9 SIRPB2 SPI1 TAL1 TLR8 TRGC2,White Blood Cells,7
5.5427356,1.3144102,epithelial stem cell (id:188),ADGRL2 AMOTL2 ANGPTL2 ANTXR1 APP BGN BOC C1QTNF5 CADPS2 CAP2 CD44 CDH11 CNN3 COL12A1 COL16A1 COL1A1 COL3A1 COL4A1 COL4A2 COL5A2 COL6A1 CPE CRYAB DAB2IP DDAH1 DDR1 DIP2C DKK3 DOCK1 DPYSL3 EDNRA EFEMP1 EFNB2 EFS EGFR FBXL7 FIBIN FSTL1 GJA1 GLI3 GNG12 GPC1 GPRC5B HSPA12A HSPB8 HTRA1 ID4 IGFBP3 IGFBP5 ISLR KIAA1217 LRIG1 LRIG3 MATN2 MXRA5 NAV2 NEO1 NTN4 NUAK1 PALLD PAMR1 PARD3B PARVA PCDH18 PCDHB4 PCDHGC3 PDZRN3 PFN2 PLPP3 PLXNB1 POSTN PRICKLE2 PRRX1 PTN PTPN21 PTPRG PTPRK RGMB RND3 S100A16 SCARA3 SFRP1 SGCB SH3BP4 SH3D19 SHROOM3 SLC1A1 SMOC2 SNX7 SOD3 SOX9 TEAD1 THBS2 THY1 TMEM47 TNC TNS2 TRIM2 WFS1 WWTR1,Other,-1
7.6326146,6.266215,erythroid (id:190),ADGRE3 ADGRG3 AHSP ALAS2 APOBEC3A BLVRB C11orf21 CA1 CAMP CEACAM3 CEACAM4 CFP CLC CLEC12A CLEC1B CMTM2 CR1 CR1L CSF3R CXCR1 CXCR2 CXCR2P1 DEFA1 DEFA1B DEFA3 DEFA4 DPEP2 EPB42 FAM178B FBXO7 FCGR2A FCGR3A FCGR3B FCN1 FPR1 FPR2 GATA1 GFI1B GP9 GRAP2 GYPA GYPB HBA1 HBA2 HBB HBD HBG1 HBG2 HBM HBQ1 HBZ HEMGN HK3 IFIT1B IL18RAP ITGA2B KLF1 LGALS12 LILRA1 LILRA2 LILRA5 LRRC25 LY6G6F LYL1 MCEMP1 MNDA MS4A3 MYL4 NFE2 OR2W3 P2RX1 P2RY13 PADI4 PF4 PGLYRP1 PHOSPHO1 PPBP PRAM1 PROK2 RASGRP4 RETN RGS18 RHAG RNASE2 S100A12 SIGLEC5 SLC11A1 SLC25A37 SLC4A1 SLFN14 SPI1 SPTA1 TAL1 TREML1 TRIM10 TRIM58 TSPAN32 TUBB1,Other,-1
9.039363,2.0075254,etp (early thymic progenitor) (id:192),AIF1 ALOX5AP AOAH APOBR ARHGAP25 ARHGAP30 ARHGAP9 BCL11B BIN2 C11orf21 CCR2 CD19 CD2 CD244 CD247 CD300A CD34 CD37 CD3E CD44 CD48 CD5 CD52 CD53 CD7 CD79B CEACAM21 CORO1A CSF2RB CST7 CYTH4 CYTIP DOK2 DPEP2 EVI2B FGR GATA3 GIMAP1 GIMAP4 GIMAP5 GIMAP6 GIMAP7 GIMAP8 GMFG GNLY GZMA HCK HCLS1 HCST IGHD IGHM IKZF1 IL10RA IL16 IL18RAP IL2RG IRF8 ITGAL ITGAM ITGB2 JAK3 JAML LAPTM5 LCP2 LILRB2 LSP1 LTB LY86 MNDA MPO MS4A1 MYO1F MYO1G NCF1 NCF1B NCF1C NCF4 NCKAP1L NKG7 P2RY10 PARVG PIK3R5 PIK3R6 PLEK PRF1 PSTPIP1 PTPRC PTPRCAP RASAL3 RNASE6 S1PR4 SASH3 SELL SELPLG SLA SLAMF1 SNX20 SPI1 TAGAP TBC1D10C TBX21 TMC8 TNFAIP8L2 TNFSF8 TRAF3IP3 TRBC1 TYROBP WAS WDFY4,Progenitors,3
6.584922,4.242189,exc l2 lamp5 kcng3 (id:193),ABCC8 ACTL6B ADCYAP1R1 ADGRB3 AMER3 AP3B2 ASXL3 ATCAY ATP2B3 CACNA1B CADPS CDK5R2 CELF3 CELF4 CHGA CHGB CHRNA7 CHRNB2 CHRNB4 CLVS2 CNTNAP5 CPLX2 CTNNA2 DCX DGKB DUSP26 ELAVL3 ELAVL4 ESRRG FAM135B FAM163A FAM163B FEV FRRS1L GABRB3 GDAP1L1 GNG4 GRIA4 HTR1E INSM2 ISLR2 KCNB2 KCNC1 KCNK3 LHFPL4 LOC101927668 LRRTM1 LSAMP MYT1 MYT1L NELL1 NOL4 NRXN1 OLFM3 OPRD1 PAK3 PAK5 PCSK2 PHOX2A PHOX2B PLPPR5 PTPN5 RAB3C RIMBP2 RIPPLY2 SCG3 SCN3B SCRT1 SERTM1 SLC18A3 SLC7A14 SNAP25 SNAP91 SORCS1 SRRM4 ST8SIA3 STMN2 STMN4 SULT4A1 SV2C SVOP SYP SYT4 TMEM108 TMEM130 TMEM151B TMEM179 TMEM196 TMEM229A TNR TTBK1 UNC5C UNC79 UNC80 VSTM2A ZDHHC22,Brain Cells,1
